chromosome	start	end	gene
8	87354967	87480732	WWP1
8	87484579	87521009	RMDN1
8	87526656	87573726	CPNE3
8	87586163	87755903	CNGB3
8	87878673	88395087	CNBD1
8	88882973	88886296	DCAF4L2
8	89044237	89339717	MMP16
8	90729656	90769939	RP11-37B2.1
8	90769975	90803291	RIPK2
8	90914762	90940116	OSGIN2
8	90945564	90996944	NBN
8	91013633	91064236	DECR1
8	91070836	91095107	CALB1
8	91233766	91400180	LINC00534
8	91546839	91632298	AB015752.3
8	91605032	91618293	LINC01030
8	91634223	91658311	TMEM64
8	91658669	91663985	RP11-68L18.1
8	91803778	91971636	NECAB1
8	91970865	91997485	C8orf88
8	92006024	92053292	TMEM55A
8	92072137	92082351	GS1-251I9.4
8	92082424	92099323	OTUD6B
8	92114890	92231228	LRRC69
8	92217713	92217787	MIR4661
8	92261535	92406946	SLC26A7
8	92972359	93107706	RUNX1T1
8	93725190	93889865	RP11-100L22.2
8	93895758	93978373	TRIQK
8	93895865	93898013	AC117834.1
8	94146324	94179079	C8orf87
8	94358695	94712661	LINC00535
8	94241867	94242388	AC016885.1
8	94712735	94743755	FAM92A1
8	94741584	94753245	RBM12B
8	94752349	94753001	RBM12B-AS1
8	94767085	94830285	TMEM67
8	94929175	94938294	PDP1
8	94927962	94928910	MIR378D2
8	95139399	95220815	CDH17
8	95261486	95274573	GEM
8	95384188	95487337	RAD54B
8	95444175	95449170	FSBP
8	95499921	95565751	KIAA1429
8	95558771	95560630	AC023632.1
8	95565950	95581973	RP11-267M23.4
8	95649513	95651695	RP11-22C11.2
8	95653357	95719651	ESRP1
8	95732128	95806064	DPY19L4
8	95835527	95893974	INTS8
8	95891998	95908906	CCNE2
8	96037214	96070938	NDUFAF6
8	95938200	95961639	TP53INP1
8	96079036	96085148	MIR3150A
8	96146032	96168912	PLEKHF2
8	96281064	96665938	KB-1047C11.2
8	96219235	96228602	KB-1047C11.1
8	96257147	96281429	C8orf37
8	96960009	96960461	RP11-31K23.1
8	97154562	97173020	GDF6
8	97243170	97247767	UQCRB
8	97251663	97273817	MTERFD1
8	97273943	97349223	PTDSS1
8	97505579	97624000	SDC2
8	97657455	98155729	CPQ
8	98285717	98290176	TSPYL5
8	98656407	98740998	MTDH
8	98787285	98865241	LAPTM4B
8	98900205	99048440	MATN2
8	99053949	99057742	RPL30
8	99053954	99056349	KB-1208A12.3
8	99054314	99054445	SNORA72
8	99076539	99105838	C8orf47
8	99114572	99129469	HRSP12
8	99129540	99172062	POP1
8	99202061	99306621	NIPAL2
8	99466923	99954799	STK3
8	99439250	99445076	KCNS2
8	99956670	99964332	OSR2
8	100025494	100889808	VPS13B
8	100548864	100548958	MIR599
8	100549014	100549089	MIR875
8	100890094	100906290	COX6C
8	100973164	101118344	RGS22
8	101036210	101036312	MIR1273A
8	101145588	101157680	FBXO43
8	101162812	101166230	POLR2K
8	101170656	101254130	SPAG1
8	101269288	101315487	RNF19A
8	101394991	101395073	MIR4471
8	101521980	101571970	ANKRD46
8	101585116	101661893	SNX31
8	101715144	101734940	PABPC1
8	101928753	101965211	YWHAZ
8	102064282	102088479	RP11-302J23.1
8	102211166	102217515	ZNF706
8	102374022	102384935	NACAP1
8	102473405	102504727	KB-1562D12.1
8	102504660	102681954	GRHL2
8	102698771	103137135	NCALD
8	103137660	103137743	MIR5680
8	103216730	103251346	RRM2B
8	103265240	103425069	UBR5
8	103540983	103542029	KB-1980E6.3
8	103563800	103573216	ODF1
8	103661007	103668130	KLF10
8	103838585	103876965	AZIN1
8	103876528	103892442	KB-1507C5.2
8	104033291	104085279	ATP6V1C1
8	104133260	104145194	KB-1639H6.4
8	104145191	104153570	C8orf56
8	104152938	104242532	BAALC
8	104166842	104166917	MIR3151
8	104178157	104298135	RP11-318M2.2
8	104311059	104345087	FZD6
8	104383743	104395225	CTHRC1
8	104410863	104427332	SLC25A32
8	104426942	104455681	DCAF13
8	104513115	105264048	RIMS2
8	105391652	105479281	DPYS
8	105352054	105368917	DCSTAMP
8	105496597	105496693	MIR548A3
8	105501478	105601234	LRP12
8	105602961	105907945	RP11-127H5.1
8	106155088	106200834	RP11-574O7.1
8	106330920	106816760	ZFPM2
8	107460152	107763401	OXR1
8	107771711	107782473	ABRA
8	108261721	108510238	ANGPT1
8	108911545	109095876	RSPO2
8	109213972	109260994	EIF3E
8	109455853	109499141	EMC2
8	109795766	109799844	TMEM74
8	110098850	110131796	TRHR
8	110253148	110346614	NUDCD1
8	110346553	110358181	ENY2
8	110374706	110542559	PKHD1L1
8	110552406	110578225	EBAG9
8	110586417	110704020	SYBU
8	110656344	110660313	RP11-422N16.3
8	110975874	110988076	KCNV1
8	112195521	112248432	RP11-946L20.4
8	113235157	114449328	CSMD3
8	113655722	113655812	MIR2053
8	114612539	114629187	RP11-67H2.1
8	116420724	116681228	TRPS1
8	116962736	117337297	LINC00536
8	117654369	117768060	EIF3H
8	117778742	117786923	UTP23
8	117858174	117887105	RAD21
8	117886663	117889107	RAD21-AS1
8	117886967	117887039	MIR3610
8	117950438	117956726	AARD
8	118147567	118186330	SLC30A8
8	118532952	118552501	MED30
8	118806729	119124092	EXT1
8	119390227	119634192	SAMD12
8	119294481	119297202	AC023590.1
8	119935796	119964439	TNFRSF11B
8	120079480	120118821	COLEC10
8	120075181	120081021	RP11-278I4.2
8	120220610	120257909	MAL2
8	120428546	120436593	NOV
8	120569326	120651070	ENPP2
8	120743015	120845103	TAF2
8	120846216	120868250	DSCC1
8	120885957	121063152	DEPTOR
8	121137347	121384275	COL14A1
8	121408086	121457626	MRPL13
8	121457666	121535875	MTBP
8	121547985	121825513	SNTB1
8	121773493	121789072	RP11-713M15.1
8	122624356	122653630	HAS2
8	122651586	122656933	HAS2-AS1
8	123793633	123986750	ZHX2
8	124025404	124054663	DERL1
8	124084920	124164390	TBC1D31
8	124191287	124222002	FAM83A
8	124213412	124214983	FAM83A-AS1
8	124228028	124228103	MIR4663
8	124232196	124253638	C8orf76
8	124238431	124279627	ZHX1-C8ORF76
8	124260696	124286735	ZHX1
8	124332090	124408705	ATAD2
8	124360274	124360370	MIR548D1
8	124428965	124454261	WDYHV1
8	124510129	124553446	FBXO32
8	124657767	124665190	KLHL38
8	124693034	124749642	ANXA13
8	124780697	124827692	FAM91A1
8	124864227	125132302	FER1L6
8	124996378	125053023	FER1L6-AS1
8	125058314	125183763	FER1L6-AS2
8	125204912	125259639	RP11-37N22.1
8	125324231	125384933	TMEM65
8	125463048	125465262	TRMT12
8	125474726	125486805	RNF139-AS1
8	125486979	125500155	RNF139
8	125500749	125551325	TATDN1
8	125551344	125562220	NDUFB9
8	125563031	125740670	MTSS1
8	125834220	125834300	MIR4662A
8	125954297	125963339	LINC00964
8	125985540	125991631	ZNF572
8	126010748	126034525	SQLE
8	126036502	126104082	KIAA0196
8	126104095	126379362	NSMCE2
8	126442563	126450647	TRIB1
8	126953373	126963433	LINC00861
8	127337740	127341780	RP11-65D17.1
8	127564687	127570638	FAM84B
8	127570120	127725660	RP11-89K10.1
8	128025399	128033259	PCAT1
8	128098508	128099755	PRNCR1
8	128220111	128231333	CCAT1
8	128302062	128494384	CASC8
8	128426535	128432311	POU5F1B
8	128698588	128746213	CASC11
8	128748330	128753674	MYC
8	128902874	129113499	PVT1
8	128959126	128960591	TMEM75
8	128972879	128972941	MIR1205
8	129061398	129061484	MIR1207
8	129162362	129162434	MIR1208
8	129417515	129440162	RP11-89M16.1
8	130228713	130253496	LINC00977
8	130496303	130496388	MIR3686
8	130760442	130799134	GSDMC
8	130851839	130952078	FAM49B
8	131020580	131020699	MIR5194
8	131064353	131414217	ASAP1
8	131792547	132054672	ADCY8
8	132916335	133025889	EFR3A
8	133036467	133071627	OC90
8	133081922	133123406	HHLA1
8	133133108	133493200	KCNQ3
8	133572745	133573726	HPYR1
8	133584449	133687813	LRRC6
8	133722194	133772828	TMEM71
8	133787630	133861052	PHF20L1
8	133879206	134147141	TG
8	134049884	134072603	SLA
8	134203282	134242587	WISP1
8	134241299	134241940	WISP1-OT1
8	134249419	134309829	NDRG1
8	134467091	134584183	ST3GAL1
8	134787794	134789595	CTD-2309H9.3
8	134898739	134914650	RP11-157E21.1
8	135490035	135725281	ZFAT
8	135610314	135612932	ZFAT-AS1
8	135812763	135812850	MIR30B
8	135817119	135817188	MIR30D
8	135862178	135894142	RP11-1057B8.2
8	136246374	136311962	RP11-452N4.1
8	136469700	136659853	KHDRBS3
8	138821687	139095813	RP11-238K6.1
8	139142266	139509065	FAM135B
8	139600478	139926236	COL22A1
8	140630249	140715299	KCNK9
8	140742586	141468678	TRAPPC9
8	140943416	140946190	C8orf17
8	141521397	141527236	CHRAC1
8	141541264	141645718	AGO2
8	141668504	142011257	PTK2
8	141742663	141742752	MIR151A
8	142138720	142205895	DENND3
8	142136390	142140060	RP11-809O17.1
8	142220700	142238673	SLC45A4
8	142264664	142266916	RP11-10J21.3
8	142350648	142354720	CTD-3064M3.1
8	142366600	142377367	GPR20
8	142400039	142402674	CTD-3064M3.4
8	142402093	142441394	PTP4A3
8	142505011	142506859	MROH5
8	142524738	142528837	AC138647.1
8	143257700	143257779	MIR4472-1
8	143279717	143290364	LINC00051
8	143293442	143484543	TSNARE1
8	143530791	143626370	BAI1
8	143692405	143696833	ARC
8	143719949	143722027	AC145123.2
8	143761874	143764142	PSCA
8	143781529	143786545	LY6K
8	143783670	143808391	CTD-2292P10.4
8	143808621	143818345	THEM6
8	143822362	143823829	SLURP1
8	143831568	143833952	LYPD2
8	143845756	143859640	LYNX1
8	143866296	143868008	LY6D
8	143916217	143928262	GML
8	143954670	143961262	CYP11B1
8	143991975	143999259	CYP11B2
8	144089170	144099814	RP11-273G15.2
8	144077267	144077899	CDC42P3
8	144099945	144103826	LY6E
8	144120679	144135720	C8orf31
8	144161874	144164418	RP11-520P18.5
8	144239331	144242128	LY6H
8	144295068	144299044	GPIHBP1
8	144329098	144344875	ZFP41
8	144349607	144359099	GLI4
8	144362331	144363019	RP13-582O9.5
8	144373559	144380231	ZNF696
8	144391494	144417066	TOP1MT
8	144448801	144450718	RHPN1-AS1
8	144451057	144466390	RHPN1
8	144510230	144512576	MAFA
8	144519825	144623623	ZC3H3
8	144635377	144645232	GSDMD
8	144648357	144655141	MROH6
8	144656955	144660783	NAPRT1
8	144661898	144679845	EEF1D
8	144680074	144682485	TIGD5
8	144686083	144691784	PYCRL
8	144694788	144699736	TSTA3
8	144731954	144735900	ZNF623
8	144766678	144777550	ZNF707
8	144778324	144780583	RP11-429J17.2
8	144788864	144790279	CCDC166
8	144798429	144804628	MAPK15
8	144806103	144815971	FAM83H
8	144815253	144815323	MIR4664
8	144823268	144828506	FAM83H-AS1
8	144873090	144897549	SCRIB
8	144895127	144895212	MIR937
8	144898514	144912029	PUF60
8	144915891	144923146	NRBP2
8	144939497	144952632	EPPK1
8	144989321	145025044	PLEC
8	145019359	145019447	MIR661
8	145051328	145060622	PARP10
8	145064226	145067583	GRINA
8	145086582	145101933	SPATC1
8	145106168	145115584	OPLAH
8	145133529	145135550	EXOSC4
8	145137513	145141119	GPAA1
8	145149930	145152428	CYC1
8	145153540	145159093	SHARPIN
8	145159402	145162514	MAF1
8	145162629	145173218	KIAA1875
8	145192672	145195746	FAM203A
8	145215928	145316830	MROH1
8	145317003	145331153	KM-PA-2
8	145321517	145323045	SCXB
8	145437880	145440828	FAM203B
8	145486055	145515082	BOP1
8	145490549	145492470	SCXA
8	145515280	145538385	HSF1
8	145539954	145550573	DGAT1
8	145554228	145559943	SCRT1
8	145576888	145578574	TMEM249
8	145582253	145584901	SLC52A2
8	145579091	145582172	FBXL6
8	145597741	145618451	ADCK5
8	145618450	145634753	CPSF1
8	145619364	145619445	MIR939
8	145625476	145625559	MIR1234
8	145637798	145642279	SLC39A4
8	145649000	145653927	VPS28
8	145654191	145669827	TONSL
8	145660602	145663650	AC084125.4
8	145674965	145690418	CYHR1
8	145691426	145699585	KIFC2
8	145698795	145701718	FOXH1
8	145715413	145727504	PPP1R16A
8	145721763	145725663	CTD-2517M14.5
8	145729465	145732554	GPT
8	145734457	145736596	MFSD3
8	145736667	145743210	RECQL4
8	145743391	145750557	LRRC14
8	145747761	145752402	LRRC24
8	145751117	145754516	C8orf82
8	145754563	145831084	ARHGAP39
8	145926044	145932917	AF186192.5
8	145946514	145980990	ZNF251
8	145998499	146012689	ZNF34
8	146015155	146017972	RPL8
8	146024261	146034529	ZNF517
8	146053003	146069157	ZNF7
8	146075573	146079121	COMMD5
8	146102336	146126846	ZNF250
8	146155744	146176274	ZNF16
8	146198975	146228280	ZNF252P
8	146228197	146231432	ZNF252P-AS1
8	146277764	146281416	C8orf33
9	27657	30891	MIR1302-9
9	100804	102850	RP11-143M1.3
9	116237	118417	FOXD4
9	121041	179058	CBWD1
9	213108	215893	C9orf66
9	214865	465255	DOCK8
9	470291	746105	KANK1
9	841690	969090	DMRT1
9	976964	991731	DMRT3
9	1050354	1057550	DMRT2
9	2021945	2193624	SMARCA2
9	2422702	2621413	RP11-125B21.2
9	2621834	2660053	VLDLR
9	2717502	2730037	KCNV2
9	2804164	2844241	KIAA0020
9	3181589	3198517	RP11-32F11.2
9	3218297	3525983	RFX3
9	3452305	3469181	AL365202.1
9	3526723	3671634	RP11-509J21.1
9	3827698	4299916	GLIS3
9	3898642	3901248	GLIS3-AS1
9	4299390	4306046	RP11-358M14.2
9	4490444	4587469	SLC1A1
9	4600610	4666666	SPATA6L
9	4662298	4665256	PPAPDC2
9	4678819	4679502	RP11-6J24.6
9	4679566	4708398	CDC37L1
9	4711155	4741318	AK3
9	4792869	4861064	RCL1
9	4850291	4850381	MIR101-2
9	4859120	4859260	AL158147.2
9	4985245	5128183	JAK2
9	5077163	5084580	AL161450.1
9	5163863	5185668	INSL6
9	5231419	5235304	INSL4
9	5299868	5304969	RLN2
9	5334969	5339873	RLN1
9	5357973	5437878	PLGRKT
9	5450525	5470547	CD274
9	5510570	5571252	PDCD1LG2
9	5629119	5776557	KIAA1432
9	5784573	5833117	ERMP1
9	5919008	6007787	KIAA2026
9	5890802	5910606	MLANA
9	6007826	6007904	MIR4665
9	6011043	6015618	RANBP6
9	6241682	6257983	IL33
9	6328349	6330920	TPD52L3
9	6413323	6507054	UHRF2
9	6467618	6470375	C9orf38
9	6532464	6645650	GLDC
9	6645956	6670635	RP11-390F4.6
9	6757656	7175648	KDM4C
9	7796490	7800067	TMEM261
9	8314246	10033790	PTPRD
9	10613202	10620420	RP11-87N24.2
9	12693435	12710290	TYRP1
9	12775020	12822130	LURAP1L
9	13105709	13279563	MPDZ
9	13406379	13431328	RP11-536O18.2
9	13927970	13945609	LINC00583
9	14087568	14313666	NFIB
9	14611069	14693469	ZDHHC21
9	14719722	14722715	CER1
9	14734664	14910993	FREM1
9	15163620	15307358	TTC39B
9	15422702	15464132	SNAPC3
9	15464064	15511017	PSIP1
9	15553084	15974037	CCDC171
9	15776179	15776284	RNU6-14P
9	16203945	16253112	C9orf92
9	16409501	16870704	BNC2
9	17134980	17503921	CNTLN
9	17579121	17797127	SH3GL2
9	18473892	18910948	ADAMTSL1
9	18573304	18573377	MIR3152
9	18927656	19033186	FAM154A
9	19049372	19051019	RRAGA
9	19053141	19103117	HAUS6
9	19063654	19063784	SCARNA8
9	19115768	19127574	PLIN2
9	19230433	19372856	DENND4C
9	19375713	19380252	RPS6
9	19409057	19452018	ACER2
9	19507450	19786926	SLC24A2
9	20341663	20622542	MLLT3
9	20411146	20411236	MIR4473
9	20502263	20502340	MIR4474
9	20658308	20995954	FOCAD
9	20683303	20684687	RP11-4E23.2
9	20716104	20716187	MIR491
9	20999514	21031635	PTPLAD2
9	21077104	21077943	IFNB1
9	21140631	21142144	IFNW1
9	21165636	21166659	IFNA21
9	21186617	21187598	IFNA4
9	21201468	21202204	IFNA7
9	21206180	21207142	IFNA10
9	21216372	21217310	IFNA16
9	21227242	21228221	IFNA17
9	21239201	21239978	IFNA14
9	21278049	21278618	IFNA22P
9	21304613	21305312	IFNA5
9	21329670	21335379	KLHL9
9	21349834	21351377	IFNA6
9	21367371	21368075	IFNA13
9	21384254	21385396	IFNA2
9	21409146	21410184	IFNA8
9	21440440	21441315	IFNA1
9	21455641	21559668	MIR31HG
9	21480841	21482312	IFNE
9	21512114	21512184	MIR31
9	21802542	21867077	MTAP
9	21967137	21967738	C9orf53
9	21967751	21994490	CDKN2Ap14ARF
9	21968055	21974865	CDKN2A
9	21994790	22121094	CDKN2B-AS1
9	22002902	22009362	CDKN2B
9	22446840	22455739	DMRTA1
9	22646199	22824212	RP11-399D6.2
9	23690105	23826063	ELAVL2
9	24542950	24545879	IZUMO3
9	25676396	25678856	TUSC1
9	25780054	25784560	RP11-33G16.1
9	26840683	26892802	CAAP1
9	26904081	26947461	PLAA
9	26947310	27062923	IFT74
9	26955778	26956293	RP11-337A23.3
9	26993134	27005691	LRRC19
9	27109147	27230173	TEK
9	27245682	27282791	LINC00032
9	27284659	27297137	EQTN
9	27325207	27529779	MOB3B
9	27524312	27526496	IFNK
9	27546544	27573448	C9orf72
9	27948076	28670283	LINGO2
9	28148209	28149234	RP11-20P5.2
9	28863624	28863704	MIR876
9	28888877	28888953	MIR873
9	31371609	31381488	RP11-271O3.1
9	32384618	32454767	ACO1
9	32455703	32526322	DDX58
9	32540542	32552551	TOPORS
9	32551142	32553002	TOPORS-AS1
9	32552997	32573160	NDUFB6
9	32566787	32568619	GVQW1
9	32629452	32635667	TAF1L
9	32783497	32787397	TMEM215
9	32973379	33001614	APTX
9	33025209	33039905	DNAJA1
9	33041762	33076657	SMU1
9	33110635	33167354	B4GALT1
9	33166973	33179981	RP11-326F20.5
9	33240162	33248565	SPINK4
9	33252477	33264759	BAG1
9	33264940	33281537	CHMP5
9	33290509	33371155	NFX1
9	33384948	33402517	AQP7
9	33441152	33447609	AQP3
9	33461450	33473928	NOL6
9	33524392	33572999	ANKRD18B
9	33624223	33625532	ANXA2P2
9	33673502	33677497	PTENP1
9	33732973	33738414	RP11-384P7.6
9	33750515	33799229	PRSS3
9	33817565	33920402	UBE2R2
9	33921691	34048899	UBAP2
9	33934294	33934374	SNORD121B
9	33952767	33952848	SNORD121A
9	34086385	34126771	DCAF12
9	34179003	34252521	UBAP1
9	34252379	34329198	KIF24
9	34329504	34343709	NUDT2
9	34366668	34376851	KIAA1161
9	34379017	34397830	C9orf24
9	34398183	34458568	FAM219A
9	34458833	34520982	DNAI1
9	34521038	34523039	ENHO
9	34551430	34589735	CNTFR
9	34568013	34582647	CNTFR-AS1
9	34610483	34612101	RPP25L
9	34613548	34620477	DCTN3
9	34621376	34628104	ARID3C
9	34634719	34637768	SIGMAR1
9	34646660	34651032	GALT
9	34650699	34661878	IL11RA
9	34661893	34662689	CCL27
9	34664160	34666046	RP11-195F19.5
9	34689564	34691274	CCL19
9	34709002	34710121	CCL21
9	34723052	34729464	FAM205A
9	34832292	34838490	FAM205B
9	34958321	34982541	KIAA1045
9	34989638	34998428	DNAJB5
9	35042205	35045988	C9orf131
9	35042390	35042824	FLJ00273
9	35056061	35073246	VCP
9	35073835	35080013	FANCG
9	35088688	35096545	PIGO
9	35099888	35103154	STOML2
9	35104120	35111571	FAM214B
9	35147407	35149181	RP11-182N22.7
9	35162059	35405335	UNC13B
9	35361056	35361262	AL160274.1
9	35406752	35451112	ATP8B5P
9	35538629	35561895	RUSC2
9	35561945	35563896	FAM166B
9	35605367	35610029	TESK1
9	35608091	35608156	MIR4667
9	35609530	35619539	CD72
9	35646267	35647096	RP11-331F9.4
9	35649292	35650937	SIT1
9	35657748	35658015	RMRP
9	35658311	35661508	CCDC107
9	35659341	35665284	ARHGEF39
9	35673853	35681156	CA9
9	35681989	35691017	TPM2
9	35696945	35732392	TLN1
9	35732332	35737001	CREB3
9	35736863	35749225	GBA2
9	35749284	35758572	RGP1
9	35752987	35754266	MSMP
9	35792151	35809729	NPR2
9	35808042	35812269	SPAG8
9	35812957	35815018	HINT2
9	35829513	35854843	TMEM8B
9	35817014	35828729	FAM221B
9	35869375	35870461	OR13J1
9	35906189	35907138	HRCT1
9	35909480	35911683	LINC00961
9	35957105	35958151	OR2S2
9	36036430	36124448	RECK
9	36136742	36163910	GLIPR2
9	36169389	36171329	CCIN
9	36190934	36212056	CLTA
9	36214438	36277053	GNE
9	36336393	36400213	RNF38
9	36572859	36677503	MELK
9	36823536	36823596	MIR4475
9	36833272	37034103	PAX5
9	36864251	36864305	MIR4540
9	36893459	36893528	MIR4476
9	37079893	37090398	RP11-220I1.1
9	37120536	37358146	ZCCHC7
9	37422663	37436987	GRHPR
9	37438111	37465396	ZBTB5
9	37485932	37503694	POLR1E
9	37510889	37576250	FBXO10
9	37588639	37592593	TOMM5
9	37668002	37746901	FRMPD1
9	37753814	37778969	TRMT10B
9	37779711	37785054	EXOSC3
9	37800499	37863322	DCAF10
9	37887601	37904107	SLC25A51
9	37919131	38069208	SHB
9	38392661	38398658	ALDH1B1
9	38408991	38424444	IGFBPL1
9	38527094	38527909	FAM220BP
9	38571355	38620657	ANKRD18A
9	38621085	38624987	FAM201A
9	39072764	39288135	CNTNAP3
9	39355699	39361956	SPATA31A1
9	39443804	39464526	CTD-2173L22.4
9	39884975	39891210	SPATA31A2
9	40028620	40032417	AL353791.1
9	40700291	40706537	SPATA31A3
9	40715662	40722679	FAM74A3
9	40771415	40792098	ZNF658
9	41321107	41327364	SPATA31A4
9	41500679	41506925	SPATA31A5
9	41504853	41514094	RP11-100J16.5
9	41588823	41609544	ZNF658B
9	41961615	42019580	RP11-204M4.2
9	42368303	42411410	ANKRD20A2
9	42469548	42474239	FAM95B1
9	42671887	42714962	CBWD7
9	42717234	42720342	FOXD4L2
9	42808660	42812274	BMS1P14
9	42848992	42859085	AC129778.2
9	43089972	43133544	ANKRD20A3
9	43135095	43135514	AL513478.1
9	43140537	43142739	RP11-327I22.6
9	43624507	43630730	SPATA31A6
9	43684902	43924049	CNTNAP3B
9	44325916	44326077	BX088651.2
9	44384585	44391705	RP11-475I24.8
9	44400717	44402427	BX088651.1
9	44867571	44870528	RP11-160N1.10
9	44990314	44991483	FAM27C
9	44997777	44999352	FAM27E4
9	45441273	45441542	AL354718.1
9	45727107	45728274	FAM27A
9	45733559	45734896	FAM27E2
9	46385691	46387031	FAM27E1
9	46389110	46391556	FAM27D1
9	46687462	46746500	RP11-111F5.5
9	46698472	46705305	RP11-111F5.8
9	46842616	46844326	RP11-211N8.3
9	46843665	46846023	RP11-211N8.2
9	47295879	47314322	AL953854.2
9	65487273	65494248	FAM74A4
9	65503363	65509610	SPATA31A7
9	66457289	66469310	RP11-262H14.1
9	66521421	66553911	RP11-262H14.3
9	66553273	66555928	RP11-262H14.4
9	67017400	67032072	RP11-381O7.3
9	67289570	67298632	RP11-236F9.2
9	67784944	67786624	FAM27E3
9	67792938	67794111	FAM27B
9	67924791	67925210	BX649567.1
9	67926761	67969840	ANKRD20A1
9	67968793	67987998	RP11-195B21.3
9	68413482	68414196	LINC00537
9	68415308	68415388	MIR4477A
9	69002239	69002321	MIR1299
9	69080240	69147846	PGM5P2
9	69174213	69179458	BX255923.3
9	69199480	69202204	FOXD4L6
9	69204538	69262593	CBWD6
9	69252845	69254032	BX255923.1
9	69377902	69380597	CR769776.1
9	69381812	69425560	ANKRD20A4
9	69650263	69660358	AL445665.1
9	70113593	70124467	RP11-15J10.8
9	70175707	70178815	FOXD4L5
9	70426623	70429731	FOXD4L4
9	70432369	70490107	CBWD5
9	70646589	70648956	AL591479.1
9	70856397	70914929	CBWD3
9	70866135	70866572	AL353608.1
9	70917276	70920000	FOXD4L3
9	70937327	70945369	RP11-561O23.5
9	70971815	71145977	PGM5
9	70970105	70972736	PGM5-AS1
9	71151496	71155783	TMEM252
9	71158457	71161032	RP11-274B18.2
9	71320616	71624091	PIP5K1B
9	71394964	71398609	FAM122A
9	71627469	71629039	PRKACG
9	71650175	71689129	FXN
9	71820078	71870124	TJP2
9	71869331	71869642	AL358113.1
9	71944241	72007370	FAM189A2
9	72042446	72287222	APBA1
9	72333054	72374858	PTAR1
9	72433899	72435655	C9orf135-AS1
9	72435709	72521148	C9orf135
9	72658497	72841886	MAMDC2
9	72700732	72728776	MAMDC2-AS1
9	72873937	72969804	SMC5
9	72999503	73029540	KLF9
9	73143979	73736514	TRPM3
9	73424891	73425000	MIR204
9	74298282	74383800	TMEM2
9	74477368	74525847	ABHD17B
9	74526461	74588373	C9orf85
9	74666292	74675521	C9orf57
9	74764293	74865720	GDA
9	74920352	74958126	RP11-63P12.6
9	74966341	74980163	ZFAND5
9	75136717	75451267	TMC1
9	75486644	75489014	RP11-151D14.1
9	75515578	75567971	ALDH1A1
9	75772570	75785309	ANXA1
9	76986447	76998446	RP11-171A24.2
9	77112281	77308093	RORB
9	77337411	77503010	TRPM6
9	77561497	77567802	C9orf40
9	77567884	77611209	RP11-197P3.4
9	77595936	77643310	C9orf41
9	77676116	77703125	NMRK1
9	77703459	77762181	OSTF1
9	78505560	78977255	PCSK5
9	79000433	79009421	RFK
9	79056582	79122330	GCNT1
9	79226293	79521003	PRUNE2
9	79379352	79402485	PCA3
9	79634571	79635869	FOXB2
9	79791672	79792910	VPS13A-AS1
9	79792361	80036457	VPS13A
9	80037995	80263223	GNA14
9	80071211	80141613	RP11-466A17.1
9	80331003	80646374	GNAQ
9	80851123	80881983	CEP78
9	80912059	80945009	PSAT1
9	81750337	81760589	RP11-165H23.1
9	82186688	82340414	TLE4
9	82645494	82649470	RP11-394O9.1
9	84198598	84304220	TLE1
9	84304628	84391815	RP11-154D17.1
9	84528352	84534841	SPATA31D5P
9	84603687	84610171	SPATA31D1
9	84672562	84678597	SPATA31B1
9	85594500	85678043	RASEF
9	85859537	86153353	FRMD3
9	86238083	86258819	IDNK
9	86274878	86323118	UBQLN1
9	86354336	86432657	GKAP1
9	86473216	86483154	RP11-575L7.4
9	86451613	86536342	KIF27
9	86553226	86571632	C9orf64
9	86582999	86595184	HNRNPK
9	86584663	86584772	MIR7-1
9	86595713	86618985	RMI1
9	86678358	86709492	RP11-158D2.2
9	86890372	86955598	SLC28A3
9	87283466	87638505	NTRK2
9	88161457	88356733	AGTPBP1
9	88556061	88637213	NAA35
9	88641061	88714473	GOLM1
9	88842226	88874519	C9orf153
9	88879461	88897444	ISCA1
9	88902874	88969327	ZCCHC6
9	89559279	89562104	GAS1
9	89563614	89616948	RP11-276H19.1
9	89623370	89657041	RP11-276H19.2
9	89699076	89700066	RP11-276H19.4
9	89763559	89774471	C9orf170
9	90112796	90323543	DAPK1
9	90340434	90346307	CTSL
9	90387368	90389214	CTSL3P
9	90497741	90503814	SPATA31E1
9	90581549	90589667	CDK20
9	91003334	91093609	SPIN1
9	91150016	91159462	NXNL2
9	91360751	91360820	MIR4289
9	91605843	91611055	C9orf47
9	91611421	91619925	S1PR3
9	91628060	91793682	SHC3
9	91926113	91931618	CKS2
9	91927140	91927221	MIR3153
9	91933421	91974557	SECISBP2
9	91991301	92033748	SEMA4D
9	92219928	92221470	GADD45G
9	92740564	92749768	RP11-406A20.1
9	92782936	92803781	RP11-406A20.4
9	92785723	92785817	MIR4290
9	93063184	93195771	RP11-389K14.3
9	93225941	93345026	RP11-555F9.2
9	93372114	93405386	DIRAS2
9	93564069	93660831	SYK
9	93921855	93927858	LINC00484
9	93976097	94124195	AUH
9	94171327	94186144	NFIL3
9	94484879	94712444	ROR2
9	94398533	94398643	MIR3910-2
9	94794281	94877658	SPTLC1
9	94903749	94922396	LINC00475
9	94972489	95055982	IARS
9	95054743	95054875	SNORA84
9	95059772	95087632	NOL8
9	95087766	95382815	CENPP
9	95146249	95166841	OGN
9	95176527	95186743	OMD
9	95218487	95244788	ASPN
9	95257594	95298337	ECM2
9	95290266	95290340	MIR4670
